Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,MaxAHA,AY
2023-08-20,I1,Sassuolo,Atalanta,0,2,A,0,0,2023/2024,0,0.0,0.0,47.37,63.16,11,16,13,9,2.27,7,7,3,6,3.6,1.89,0
2023-08-26,I1,Frosinone,Atalanta,2,1,H,2,0,2023/2024,1,100.0,50.0,73.68,63.16,13,18,10,10,1.71,3,7,5,6,6.0,1.88,2
2023-09-17,I1,Fiorentina,Atalanta,3,2,H,2,1,2023/2024,1,100.0,66.67,68.42,63.16,15,11,14,8,2.78,3,4,8,4,2.8,2.09,2
2023-09-27,I1,Verona,Atalanta,0,1,A,0,1,2023/2024,0,33.33,50.0,57.89,63.16,11,8,25,10,1.95,4,1,2,2,4.61,1.85,3
2023-10-08,I1,Lazio,Atalanta,3,2,H,2,1,2023/2024,1,25.0,60.0,26.32,63.16,12,12,10,7,2.72,4,6,4,4,3.14,1.91,1
2023-10-30,I1,Empoli,Atalanta,0,3,A,0,2,2023/2024,1,20.0,80.0,31.58,63.16,9,18,13,10,1.7,3,6,2,6,5.5,1.91,0
2023-11-12,I1,Udinese,Atalanta,1,1,D,1,0,2023/2024,0,20.0,60.0,47.37,63.16,13,8,13,13,2.23,7,7,4,2,3.87,2.06,3
2023-12-04,I1,Torino,Atalanta,3,0,H,1,0,2023/2024,1,60.0,60.0,26.32,63.16,9,10,14,12,2.62,4,3,5,4,3.22,2.16,2
2023-12-23,I1,Bologna,Atalanta,1,0,H,0,0,2023/2024,0,20.0,60.0,36.84,63.16,9,12,14,10,2.88,2,3,1,2,3.08,1.98,4
2024-01-07,I1,Roma,Atalanta,1,1,D,1,1,2023/2024,0,40.0,40.0,52.63,63.16,16,8,14,14,3.85,6,5,6,2,2.35,1.9,6
2024-02-11,I1,Genoa,Atalanta,1,4,A,0,1,2023/2024,1,40.0,40.0,42.11,63.16,15,14,13,8,2.06,7,4,6,9,4.23,2.12,4
2024-02-25,I1,Milan,Atalanta,1,1,D,1,1,2023/2024,0,40.0,40.0,52.63,63.16,20,8,16,12,3.16,5,3,7,3,2.43,1.88,4
2024-02-28,I1,Inter,Atalanta,4,0,H,2,0,2023/2024,1,60.0,40.0,52.63,63.16,15,6,15,10,6.11,4,1,7,1,1.65,2.13,6
2024-03-10,I1,Juventus,Atalanta,2,2,D,0,1,2023/2024,1,60.0,60.0,26.32,63.16,18,7,10,12,3.6,4,3,5,3,2.34,1.97,1
2024-03-30,I1,Napoli,Atalanta,0,3,A,0,2,2023/2024,1,60.0,80.0,63.16,63.16,20,12,13,6,3.61,7,5,6,6,2.2,2.1,2
2024-04-07,I1,Cagliari,Atalanta,2,1,H,1,1,2023/2024,1,60.0,80.0,63.16,63.16,11,7,19,16,1.83,4,4,3,2,5.1,1.95,3
2024-04-21,I1,Monza,Atalanta,1,2,A,0,1,2023/2024,1,80.0,100.0,42.11,63.16,17,12,13,8,2.04,2,8,2,6,4.4,1.93,2
2024-05-06,I1,Salernitana,Atalanta,1,2,A,1,0,2023/2024,1,40.0,100.0,68.42,63.16,9,17,10,12,1.3,1,7,2,4,12.0,2.03,0
2024-05-18,I1,Lecce,Atalanta,0,2,A,0,0,2023/2024,0,0.0,80.0,36.84,63.16,11,19,20,7,2.07,2,5,3,9,3.89,2.05,4
2024-08-19,I1,Lecce,Atalanta,0,4,A,0,2,2024/2025,1,100.0,100.0,42.11,57.89,19,10,24,10,2.2,5,3,5,6,3.81,1.91,2
2024-08-25,I1,Torino,Atalanta,2,1,H,1,1,2024/2025,1,100.0,100.0,15.79,57.89,13,24,13,8,2.31,4,6,6,8,3.7,2.05,4
2024-08-30,I1,Inter,Atalanta,4,0,H,2,0,2024/2025,1,50.0,100.0,63.16,57.89,13,11,15,6,6.68,3,4,5,1,1.55,2.0,2
2024-09-28,I1,Bologna,Atalanta,1,1,D,0,0,2024/2025,0,0.0,75.0,47.37,57.89,5,23,12,16,2.73,2,9,1,5,3.08,2.16,3
2024-10-20,I1,Venezia,Atalanta,0,2,A,0,1,2024/2025,0,0.0,60.0,31.58,57.89,12,16,6,12,1.52,2,5,4,7,6.9,1.85,1
2024-11-03,I1,Napoli,Atalanta,0,3,A,0,2,2024/2025,1,60.0,60.0,47.37,57.89,13,12,8,10,3.61,4,3,3,3,2.35,2.13,3
2024-11-23,I1,Parma,Atalanta,1,3,A,0,2,2024/2025,1,60.0,60.0,52.63,57.89,9,15,8,6,1.61,2,5,3,6,6.37,2.11,2
2024-12-02,I1,Roma,Atalanta,0,2,A,0,0,2024/2025,0,40.0,40.0,52.63,57.89,5,18,13,17,2.2,2,4,1,7,3.7,2.0,3
2024-12-14,I1,Cagliari,Atalanta,0,1,A,0,0,2024/2025,0,40.0,40.0,57.89,57.89,12,12,10,16,1.62,2,5,8,2,6.25,1.98,3
2024-12-28,I1,Lazio,Atalanta,1,1,D,1,0,2024/2025,0,80.0,40.0,63.16,57.89,11,14,11,6,2.48,2,7,5,4,3.37,2.14,3
2025-01-11,I1,Udinese,Atalanta,0,0,D,0,0,2024/2025,0,40.0,20.0,52.63,57.89,12,4,16,4,1.68,5,3,3,2,6.39,1.85,2
2025-01-25,I1,Como,Atalanta,1,2,A,1,0,2024/2025,1,60.0,20.0,47.37,57.89,15,5,10,15,1.96,4,5,5,3,4.42,1.92,3
2025-02-08,I1,Verona,Atalanta,0,5,A,0,4,2024/2025,1,60.0,40.0,57.89,57.89,18,17,6,10,1.53,7,2,7,7,8.57,1.96,1
2025-02-23,I1,Empoli,Atalanta,0,5,A,0,3,2024/2025,1,60.0,60.0,36.84,57.89,10,14,17,4,1.52,3,4,1,8,7.03,2.02,1
2025-03-09,I1,Juventus,Atalanta,0,4,A,0,1,2024/2025,1,40.0,80.0,42.11,57.89,9,19,11,12,3.03,2,5,2,9,2.85,2.13,1
2025-03-30,I1,Fiorentina,Atalanta,1,0,H,1,0,2024/2025,0,40.0,80.0,63.16,57.89,12,9,16,7,2.11,2,4,4,0,4.06,2.09,3
2025-04-20,I1,Milan,Atalanta,0,1,A,0,0,2024/2025,0,60.0,60.0,47.37,57.89,12,11,7,8,2.77,7,5,1,2,2.67,2.02,1
2025-05-04,I1,Monza,Atalanta,0,4,A,0,2,2024/2025,1,40.0,60.0,47.37,57.89,13,15,10,9,1.25,3,7,7,5,14.75,1.89,2
2025-05-17,I1,Genoa,Atalanta,2,3,A,1,0,2024/2025,1,60.0,60.0,42.11,57.89,12,13,14,10,2.35,7,0,5,6,3.36,2.03,0
2025-08-30,I1,Parma,Atalanta,1,1,D,0,0,2025/2026,0,0.0,0.0,42.86,42.86,7,11,15,8,1.8,1,2,3,3,4.75,2.0,2
2025-09-21,I1,Torino,Atalanta,0,3,A,0,3,2025/2026,1,50.0,50.0,71.43,42.86,11,9,9,11,2.25,1,0,5,5,4.2,1.9,0
2025-09-27,I1,Juventus,Atalanta,1,1,D,0,1,2025/2026,0,33.33,33.33,42.86,42.86,24,12,7,6,4.33,14,5,10,2,2.0,2.0,3
2025-10-25,I1,Cremonese,Atalanta,1,1,D,0,0,2025/2026,0,25.0,25.0,42.86,42.86,9,20,8,6,1.48,2,10,5,6,7.9,1.8,1
2025-11-01,I1,Udinese,Atalanta,1,0,H,1,0,2025/2026,0,40.0,20.0,57.14,42.86,11,5,11,14,1.75,5,4,5,0,5.1,2.07,3
2025-11-22,I1,Napoli,Atalanta,3,1,H,3,0,2025/2026,1,80.0,40.0,71.43,42.86,11,14,12,11,3.4,5,3,6,3,2.4,1.98,2
2025-12-06,I1,Verona,Atalanta,3,1,H,2,0,2025/2026,1,80.0,40.0,57.14,42.86,12,12,7,14,1.7,5,5,7,5,6.1,1.86,1
2023-08-27,I1,Juventus,Bologna,1,1,D,0,1,2023/2024,0,0.0,0.0,26.32,47.37,14,9,13,14,5.88,5,1,3,4,1.75,2.09,1
2023-09-18,I1,Verona,Bologna,0,0,D,0,0,2023/2024,0,50.0,0.0,57.89,47.37,9,11,10,18,2.28,3,4,1,4,3.61,2.14,2
2023-09-28,I1,Monza,Bologna,0,0,D,0,0,2023/2024,0,0.0,0.0,42.11,47.37,12,7,13,9,3.4,7,5,3,5,2.39,1.85,3
2023-10-07,I1,Inter,Bologna,2,2,D,2,1,2023/2024,1,80.0,25.0,52.63,47.37,14,8,9,11,11.0,7,7,5,3,1.36,2.07,3
2023-10-28,I1,Sassuolo,Bologna,1,1,D,1,1,2023/2024,0,40.0,20.0,47.37,47.37,17,9,10,11,2.85,6,2,6,5,2.76,1.97,4
2023-11-12,I1,Fiorentina,Bologna,2,1,H,1,1,2023/2024,1,60.0,40.0,68.42,47.37,12,11,15,19,4.1,0,3,4,4,2.06,1.83,2
2023-12-03,I1,Lecce,Bologna,1,1,D,0,0,2023/2024,0,40.0,40.0,36.84,47.37,14,11,18,12,2.69,6,3,4,4,3.31,2.16,2
2023-12-10,I1,Salernitana,Bologna,1,2,A,0,2,2023/2024,1,80.0,60.0,68.42,47.37,9,10,15,20,2.18,5,1,2,5,5.0,1.84,2
2023-12-30,I1,Udinese,Bologna,3,0,H,1,0,2023/2024,1,60.0,60.0,47.37,47.37,15,14,14,15,2.38,7,7,7,5,3.96,1.95,5
2024-01-14,I1,Cagliari,Bologna,2,1,H,1,1,2023/2024,1,60.0,80.0,63.16,47.37,4,11,8,12,2.58,2,5,2,4,3.41,2.17,2
2024-01-27,I1,Milan,Bologna,2,2,D,1,1,2023/2024,1,80.0,80.0,52.63,47.37,14,15,12,16,6.26,4,1,4,4,1.79,1.98,3
2024-02-18,I1,Lazio,Bologna,1,2,A,1,1,2023/2024,1,40.0,100.0,26.32,47.37,12,11,11,5,3.44,8,3,7,3,2.63,1.92,3
2024-03-03,I1,Atalanta,Bologna,1,2,A,1,0,2023/2024,1,80.0,100.0,68.42,47.37,11,11,12,11,4.0,6,2,2,6,2.06,1.94,2
2024-03-15,I1,Empoli,Bologna,0,1,A,0,0,2023/2024,0,20.0,80.0,31.58,47.37,10,20,12,19,2.14,7,6,1,9,4.29,2.1,0
2024-04-07,I1,Frosinone,Bologna,0,0,D,0,0,2023/2024,0,60.0,60.0,73.68,47.37,12,13,14,10,1.98,5,2,5,5,4.45,1.96,3
2024-04-22,I1,Roma,Bologna,1,3,A,0,2,2023/2024,1,60.0,60.0,52.63,47.37,14,11,12,8,3.76,8,2,5,3,2.45,1.88,2
2024-05-03,I1,Torino,Bologna,0,0,D,0,0,2023/2024,0,0.0,40.0,26.32,47.37,8,5,11,14,3.08,2,4,1,1,2.93,1.98,2
2024-05-11,I1,Napoli,Bologna,0,2,A,0,2,2023/2024,0,60.0,20.0,63.16,47.37,16,11,12,15,4.59,9,3,6,4,2.24,2.09,1
2024-05-24,I1,Genoa,Bologna,2,0,H,1,0,2023/2024,0,40.0,20.0,42.11,47.37,14,11,11,11,2.6,3,6,3,1,3.12,1.91,2
2024-08-25,I1,Napoli,Bologna,3,0,H,1,0,2024/2025,1,100.0,100.0,47.37,57.89,16,9,17,11,4.38,7,5,5,2,2.04,1.98,2
2024-09-14,I1,Como,Bologna,2,2,D,1,0,2024/2025,1,100.0,100.0,47.37,57.89,14,14,12,17,2.69,4,3,4,4,3.13,1.82,1
2024-09-22,I1,Monza,Bologna,1,2,A,1,1,2024/2025,1,33.33,100.0,47.37,57.89,6,15,16,20,2.66,2,2,3,8,3.32,2.09,2
2024-10-19,I1,Genoa,Bologna,2,2,D,0,1,2024/2025,1,60.0,100.0,42.11,57.89,10,12,12,20,2.1,1,7,4,7,4.43,1.87,0
2024-10-29,I1,Cagliari,Bologna,0,2,A,0,1,2024/2025,0,40.0,80.0,57.89,57.89,14,11,18,17,2.41,7,2,2,4,3.38,2.11,2
2024-11-10,I1,Roma,Bologna,2,3,A,0,1,2024/2025,1,60.0,80.0,52.63,57.89,15,15,21,16,3.89,4,3,5,4,2.26,2.09,3
2024-11-24,I1,Lazio,Bologna,3,0,H,0,0,2024/2025,1,100.0,80.0,63.16,57.89,13,3,14,14,5.01,3,0,4,1,1.85,1.99,3
2024-12-07,I1,Juventus,Bologna,2,2,D,0,1,2024/2025,1,40.0,80.0,42.11,57.89,10,10,14,18,5.7,1,4,3,4,1.86,2.0,4
2024-12-21,I1,Torino,Bologna,0,2,A,0,0,2024/2025,0,0.0,60.0,15.79,57.89,6,8,17,11,2.5,4,0,0,5,3.72,2.12,2
2025-01-15,I1,Inter,Bologna,2,2,D,2,1,2024/2025,1,40.0,80.0,63.16,57.89,12,14,13,19,7.5,3,3,6,6,1.56,1.81,0
2025-01-25,I1,Empoli,Bologna,1,1,D,1,1,2024/2025,0,40.0,60.0,36.84,57.89,5,9,13,25,2.13,2,4,1,8,4.15,1.81,0
2025-02-09,I1,Lecce,Bologna,0,0,D,0,0,2024/2025,0,60.0,40.0,42.11,57.89,6,8,16,14,2.07,6,5,1,2,5.7,1.93,2
2025-02-22,I1,Parma,Bologna,2,0,H,1,0,2024/2025,0,40.0,20.0,52.63,57.89,4,16,13,14,1.95,0,4,3,1,5.07,1.95,1
2025-03-09,I1,Verona,Bologna,1,2,A,0,1,2024/2025,1,60.0,40.0,57.89,57.89,7,12,11,23,1.78,1,3,2,6,5.9,2.07,1
2025-03-29,I1,Venezia,Bologna,0,1,A,0,0,2024/2025,0,0.0,20.0,31.58,57.89,6,13,21,14,1.85,2,3,3,4,5.6,1.84,1
2025-04-13,I1,Atalanta,Bologna,2,0,H,2,0,2024/2025,0,0.0,20.0,52.63,57.89,4,12,12,17,4.46,4,5,2,5,2.0,1.87,1
2025-04-28,I1,Udinese,Bologna,0,0,D,0,0,2024/2025,0,40.0,20.0,52.63,57.89,13,12,10,21,1.82,5,6,4,1,5.66,1.88,2
2025-05-09,I1,Milan,Bologna,3,1,H,0,0,2024/2025,1,80.0,40.0,47.37,57.89,10,10,14,5,3.49,3,4,5,4,2.28,1.88,2
2025-05-18,I1,Fiorentina,Bologna,3,2,H,1,0,2024/2025,1,60.0,40.0,63.16,57.89,6,15,17,21,2.65,2,4,5,3,3.2,1.94,1
2025-08-23,I1,Roma,Bologna,1,0,H,0,0,2025/2026,0,0.0,0.0,14.29,50.0,14,10,13,15,3.75,2,4,4,2,2.2,2.05,1
2025-09-14,I1,Milan,Bologna,1,0,H,0,0,2025/2026,0,50.0,0.0,57.14,50.0,14,5,16,17,5.0,7,4,3,0,1.83,1.95,2
2025-09-28,I1,Lecce,Bologna,2,2,D,1,1,2025/2026,1,66.67,33.33,42.86,50.0,12,14,13,13,1.8,3,9,4,5,6.0,2.07,2
2025-10-19,I1,Cagliari,Bologna,0,2,A,0,1,2025/2026,0,0.0,25.0,28.57,50.0,4,10,22,15,2.1,2,7,3,7,4.0,1.83,3
2025-10-26,I1,Fiorentina,Bologna,2,2,D,0,1,2025/2026,1,100.0,40.0,66.67,50.0,19,6,20,13,2.9,5,6,7,3,2.83,1.98,5
2025-11-02,I1,Parma,Bologna,1,3,A,1,1,2025/2026,1,40.0,60.0,42.86,50.0,7,22,15,16,2.0,1,5,1,6,5.0,2.05,2
2025-11-22,I1,Udinese,Bologna,0,3,A,0,0,2025/2026,1,60.0,80.0,57.14,50.0,12,10,16,19,2.6,7,2,3,5,3.05,1.8,1
2025-12-07,I1,Lazio,Bologna,1,1,D,1,1,2025/2026,0,20.0,60.0,28.57,50.0,16,13,18,13,3.6,7,3,9,6,2.38,2.05,3
2023-08-21,I1,Torino,Cagliari,0,0,D,0,0,2023/2024,0,0.0,0.0,26.32,52.63,11,8,12,8,6.9,8,3,2,2,1.65,2.04,1
2023-09-02,I1,Bologna,Cagliari,2,1,H,0,1,2023/2024,1,50.0,50.0,36.84,52.63,16,7,13,9,5.2,5,2,7,1,1.84,1.98,2
2023-09-24,I1,Atalanta,Cagliari,2,0,H,1,0,2023/2024,0,50.0,33.33,68.42,52.63,10,11,11,6,9.0,7,7,6,1,1.48,2.02,2
2023-10-02,I1,Fiorentina,Cagliari,3,0,H,2,0,2023/2024,1,100.0,50.0,68.42,52.63,14,6,10,10,7.2,4,2,2,4,1.6,2.13,1
2023-10-22,I1,Salernitana,Cagliari,2,2,D,0,0,2023/2024,1,60.0,60.0,68.42,52.63,13,13,12,11,3.52,8,5,2,6,2.43,2.0,4
2023-11-11,I1,Juventus,Cagliari,2,1,H,0,0,2023/2024,1,40.0,80.0,26.32,52.63,18,11,8,14,8.5,12,4,4,2,1.51,2.05,1
2023-12-02,I1,Lazio,Cagliari,1,0,H,1,0,2023/2024,0,20.0,60.0,26.32,52.63,10,9,12,11,5.8,4,3,5,2,1.75,2.12,2
2023-12-16,I1,Napoli,Cagliari,2,1,H,0,0,2023/2024,1,80.0,80.0,63.16,52.63,21,9,10,9,9.3,5,3,5,3,1.46,1.95,3
2023-12-23,I1,Verona,Cagliari,2,0,H,0,0,2023/2024,0,60.0,60.0,57.89,52.63,13,12,19,8,3.25,11,7,5,3,2.47,1.89,4
2024-01-06,I1,Lecce,Cagliari,1,1,D,1,0,2023/2024,0,40.0,40.0,36.84,52.63,15,14,14,20,3.8,7,6,2,2,2.28,2.0,1
2024-01-21,I1,Frosinone,Cagliari,3,1,H,0,1,2023/2024,1,80.0,40.0,73.68,52.63,17,9,18,11,3.29,8,4,7,4,2.42,1.88,5
2024-02-05,I1,Roma,Cagliari,4,0,H,2,0,2023/2024,1,40.0,60.0,52.63,52.63,20,12,12,8,7.9,7,5,6,3,1.52,2.13,1
2024-02-18,I1,Udinese,Cagliari,1,1,D,1,1,2023/2024,0,60.0,40.0,47.37,52.63,17,5,10,14,4.6,3,4,3,2,1.97,2.05,2
2024-03-03,I1,Empoli,Cagliari,0,1,A,0,0,2023/2024,0,40.0,40.0,31.58,52.63,16,8,15,11,3.5,9,2,3,4,2.4,2.08,3
2024-03-16,I1,Monza,Cagliari,1,0,H,1,0,2023/2024,0,40.0,40.0,42.11,52.63,15,10,9,11,4.19,3,7,3,0,2.06,1.84,1
2024-04-14,I1,Inter,Cagliari,2,2,D,1,0,2023/2024,1,60.0,40.0,52.63,52.63,12,11,10,5,19.0,7,0,7,6,1.2,2.04,2
2024-04-29,I1,Genoa,Cagliari,3,0,H,2,0,2023/2024,1,40.0,40.0,42.11,52.63,12,12,14,12,3.8,2,4,5,1,2.46,1.97,2
2024-05-11,I1,Milan,Cagliari,5,1,H,1,0,2023/2024,1,80.0,60.0,52.63,52.63,17,13,9,11,6.4,6,3,10,7,1.63,1.97,1
2024-05-19,I1,Sassuolo,Cagliari,0,2,A,0,0,2023/2024,0,40.0,60.0,47.37,52.63,7,13,9,14,3.26,5,6,0,3,2.56,1.88,2
2024-08-31,I1,Lecce,Cagliari,1,0,H,1,0,2024/2025,0,50.0,0.0,42.11,42.11,17,21,13,10,3.8,7,10,4,2,2.36,1.97,3
2024-09-30,I1,Parma,Cagliari,2,3,A,0,1,2024/2025,1,75.0,50.0,52.63,42.11,18,11,16,10,3.92,5,3,4,4,2.08,2.06,2
2024-10-06,I1,Juventus,Cagliari,1,1,D,1,0,2024/2025,0,25.0,33.33,42.11,42.11,21,9,10,13,8.6,8,3,9,2,1.55,2.03,2
2024-10-25,I1,Udinese,Cagliari,2,0,H,1,0,2024/2025,0,40.0,25.0,52.63,42.11,13,3,9,13,3.78,2,4,4,0,2.29,2.0,3
2024-11-04,I1,Lazio,Cagliari,2,1,H,1,1,2024/2025,1,100.0,40.0,63.16,42.11,20,6,17,12,6.89,2,3,5,1,1.58,2.04,8
2024-11-24,I1,Genoa,Cagliari,2,2,D,1,1,2024/2025,1,60.0,60.0,42.11,42.11,20,17,7,11,3.27,6,8,6,6,2.64,2.09,2
2024-12-08,I1,Fiorentina,Cagliari,1,0,H,1,0,2024/2025,0,80.0,40.0,63.16,42.11,8,8,20,9,6.44,6,4,3,1,1.6,2.05,2
2024-12-22,I1,Venezia,Cagliari,2,1,H,1,0,2024/2025,1,80.0,60.0,31.58,42.11,12,14,11,6,3.0,4,8,6,7,2.71,2.11,2
2025-01-05,I1,Monza,Cagliari,1,2,A,1,1,2024/2025,1,60.0,80.0,47.37,42.11,6,13,19,16,3.43,1,3,2,4,2.5,1.8,2
2025-01-11,I1,Milan,Cagliari,1,1,D,0,0,2024/2025,0,20.0,60.0,47.37,42.11,24,6,11,9,11.0,9,1,11,2,1.37,1.95,2
2025-01-24,I1,Torino,Cagliari,2,0,H,1,0,2024/2025,0,0.0,40.0,15.79,42.11,18,6,10,11,3.75,6,3,6,1,2.35,2.02,1
2025-02-15,I1,Atalanta,Cagliari,0,0,D,0,0,2024/2025,0,40.0,40.0,52.63,42.11,9,3,11,7,6.8,8,2,2,0,1.56,1.93,1
2025-03-02,I1,Bologna,Cagliari,2,1,H,0,1,2024/2025,1,80.0,40.0,47.37,42.11,15,2,24,15,5.91,4,1,5,1,1.8,1.89,2
2025-03-16,I1,Roma,Cagliari,1,0,H,0,0,2024/2025,0,60.0,20.0,52.63,42.11,13,11,12,4,7.7,8,3,1,5,1.52,1.93,2
2025-04-06,I1,Empoli,Cagliari,0,0,D,0,0,2024/2025,0,20.0,20.0,36.84,42.11,7,7,15,9,3.1,2,3,1,1,2.66,2.14,4
2025-04-12,I1,Inter,Cagliari,3,1,H,2,0,2024/2025,1,80.0,40.0,63.16,42.11,13,8,12,6,11.21,5,6,4,4,1.36,1.9,1
2025-04-28,I1,Verona,Cagliari,0,2,A,0,1,2024/2025,0,20.0,40.0,57.89,42.11,6,6,9,14,3.91,2,3,2,4,2.48,1.8,1
2025-05-10,I1,Como,Cagliari,3,1,H,2,1,2024/2025,1,20.0,40.0,47.37,42.11,19,9,15,9,4.8,5,1,5,3,1.82,1.91,3
2025-05-23,I1,Napoli,Cagliari,2,0,H,1,0,2024/2025,0,60.0,40.0,47.37,42.11,18,4,14,14,18.44,8,3,6,1,1.23,1.87,1
2025-08-30,I1,Napoli,Cagliari,1,0,H,0,0,2025/2026,0,0.0,0.0,71.43,42.86,20,10,12,16,9.5,13,0,6,1,1.44,1.92,1
2025-09-19,I1,Lecce,Cagliari,1,2,A,1,1,2025/2026,1,50.0,50.0,42.86,42.86,11,15,19,10,2.8,4,7,5,6,3.0,1.93,3
2025-10-05,I1,Udinese,Cagliari,1,1,D,0,1,2025/2026,0,33.33,33.33,57.14,42.86,23,8,16,14,4.1,7,2,4,2,2.15,2.03,2
2025-10-26,I1,Verona,Cagliari,2,2,D,1,0,2025/2026,1,25.0,50.0,57.14,42.86,10,7,12,16,4.6,3,2,6,3,2.0,1.95,4
2025-11-03,I1,Lazio,Cagliari,2,0,H,0,0,2025/2026,0,40.0,40.0,28.57,42.86,8,17,18,8,6.1,7,5,3,5,1.67,1.89,2
2025-11-08,I1,Como,Cagliari,0,0,D,0,0,2025/2026,0,20.0,40.0,14.29,42.86,10,4,15,21,7.0,10,0,6,2,1.57,2.05,1
2025-11-29,I1,Juventus,Cagliari,2,1,H,2,1,2025/2026,1,40.0,40.0,42.86,42.86,14,5,16,16,14.0,1,6,6,3,1.24,1.83,5
2024-08-19,I1,Juventus,Como,3,0,H,2,0,2024/2025,1,100.0,100.0,42.11,42.11,12,1,6,12,7.0,3,0,9,1,1.58,1.86,4
2024-08-26,I1,Cagliari,Como,1,1,D,1,0,2024/2025,0,0.0,50.0,57.89,42.11,11,13,10,12,3.55,5,6,5,4,2.3,2.11,2
2024-09-01,I1,Udinese,Como,1,0,H,1,0,2024/2025,0,50.0,33.33,52.63,42.11,10,21,9,16,3.49,4,6,3,4,2.36,1.84,0
2024-09-24,I1,Atalanta,Como,2,3,A,1,0,2024/2025,1,100.0,50.0,52.63,42.11,8,14,17,12,7.0,6,2,5,7,1.55,1.9,3
2024-10-04,I1,Napoli,Como,3,1,H,1,1,2024/2025,1,75.0,60.0,47.37,42.11,9,11,10,7,7.0,4,1,6,2,1.54,1.89,1
2024-10-25,I1,Torino,Como,1,0,H,0,0,2024/2025,0,50.0,40.0,15.79,42.11,8,20,12,13,3.12,1,3,2,6,2.83,2.07,3
2024-11-04,I1,Empoli,Como,1,0,H,0,0,2024/2025,0,20.0,40.0,36.84,42.11,9,12,9,17,2.91,3,6,4,2,2.99,1.97,0
2024-11-07,I1,Genoa,Como,1,1,D,0,1,2024/2025,0,40.0,40.0,42.11,42.11,8,18,15,17,2.51,8,5,4,8,3.38,1.8,3
2024-12-23,I1,Inter,Como,2,0,H,0,0,2024/2025,0,40.0,20.0,63.16,42.11,17,8,15,13,11.0,7,1,5,4,1.36,2.02,2
2025-01-10,I1,Lazio,Como,1,1,D,1,0,2024/2025,0,60.0,20.0,63.16,42.11,12,17,15,14,4.41,7,7,4,4,2.06,1.98,3
2025-02-01,I1,Bologna,Como,2,0,H,1,0,2024/2025,0,60.0,20.0,47.37,42.11,15,8,18,16,4.59,4,2,4,1,2.02,2.0,4
