Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,MaxAHA,AY
2024-12-15,I1,Milan,Genoa,0,0,D,0,0,2024/2025,0,20.0,40.0,47.37,36.84,22,5,12,11,7.5,9,2,4,0,1.57,1.88,2
2024-12-28,I1,Empoli,Genoa,1,2,A,0,0,2024/2025,1,40.0,40.0,36.84,36.84,12,14,13,16,3.41,7,4,8,5,2.65,1.78,2
2025-01-05,I1,Lecce,Genoa,0,0,D,0,0,2024/2025,0,40.0,20.0,42.11,36.84,10,4,15,11,2.8,9,4,3,1,3.04,2.05,1
2025-01-17,I1,Roma,Genoa,3,1,H,1,1,2024/2025,1,60.0,40.0,52.63,36.84,16,7,12,12,8.92,3,2,7,3,1.5,2.08,1
2025-02-02,I1,Fiorentina,Genoa,2,1,H,2,0,2024/2025,1,60.0,60.0,63.16,36.84,7,17,14,17,4.88,1,8,6,3,1.95,2.05,1
2025-02-08,I1,Torino,Genoa,1,1,D,1,0,2024/2025,0,0.0,60.0,15.79,36.84,10,6,10,11,3.73,4,2,3,2,2.48,1.99,2
2025-02-22,I1,Inter,Genoa,1,0,H,0,0,2024/2025,0,60.0,40.0,63.16,36.84,18,11,14,7,12.0,6,7,5,2,1.35,2.1,2
2025-03-07,I1,Cagliari,Genoa,1,1,D,1,0,2024/2025,0,60.0,40.0,57.89,36.84,9,8,15,16,3.41,2,5,1,2,2.57,1.83,2
2025-03-29,I1,Juventus,Genoa,1,0,H,1,0,2024/2025,0,40.0,20.0,42.11,36.84,9,9,11,13,8.1,4,3,6,3,1.6,1.94,2
2025-04-13,I1,Verona,Genoa,0,0,D,0,0,2024/2025,0,40.0,0.0,57.89,36.84,14,4,11,19,2.94,6,2,2,1,3.06,1.87,1
2025-04-27,I1,Como,Genoa,1,0,H,0,0,2024/2025,0,20.0,0.0,47.37,36.84,14,4,15,19,5.08,6,3,3,1,1.82,2.04,1
2025-05-11,I1,Napoli,Genoa,2,2,D,1,1,2024/2025,1,80.0,20.0,47.37,36.84,22,8,14,12,13.02,8,0,11,2,1.32,1.92,2
2025-05-24,I1,Bologna,Genoa,1,3,A,0,3,2024/2025,1,40.0,40.0,47.37,36.84,16,5,23,13,8.0,13,1,5,3,1.55,2.08,2
2025-09-15,I1,Como,Genoa,1,1,D,1,0,2025/2026,0,0.0,0.0,14.29,85.71,13,13,17,13,5.66,0,8,4,6,1.72,2.03,2
2025-09-20,I1,Bologna,Genoa,2,1,H,0,0,2025/2026,1,50.0,50.0,50.0,85.71,14,7,15,12,4.75,8,2,6,4,2.15,2.0,5
2025-10-05,I1,Napoli,Genoa,2,1,H,0,1,2025/2026,1,66.67,66.67,71.43,85.71,12,6,15,16,9.0,7,5,5,1,1.48,2.0,3
2025-10-26,I1,Torino,Genoa,2,1,H,0,1,2025/2026,1,50.0,75.0,71.43,85.71,13,11,9,14,3.35,9,1,6,3,2.5,1.9,2
2025-11-03,I1,Sassuolo,Genoa,1,2,A,0,1,2025/2026,1,40.0,80.0,57.14,85.71,13,16,13,13,3.5,3,7,4,5,2.6,1.78,3
2025-11-22,I1,Cagliari,Genoa,3,3,D,2,2,2025/2026,1,40.0,100.0,28.57,85.71,11,13,16,22,2.8,6,2,5,8,3.33,1.88,3
2025-12-08,I1,Udinese,Genoa,1,2,A,0,1,2025/2026,1,60.0,100.0,57.14,85.71,23,12,12,16,3.5,6,2,6,6,2.5,1.8,0
2023-08-28,I1,Cagliari,Inter,0,2,A,0,2,2023/2024,0,0.0,0.0,63.16,57.89,12,17,10,9,1.45,4,7,2,3,8.86,2.05,1
2023-09-24,I1,Empoli,Inter,0,1,A,0,0,2023/2024,0,0.0,0.0,31.58,57.89,7,23,11,15,1.34,3,6,1,6,13.0,2.02,2
2023-09-30,I1,Salernitana,Inter,0,4,A,0,0,2023/2024,1,50.0,33.33,68.42,57.89,12,16,10,12,1.46,3,3,3,6,9.34,1.97,1
2023-10-21,I1,Torino,Inter,0,3,A,0,0,2023/2024,1,20.0,50.0,26.32,57.89,7,14,8,13,1.8,2,4,3,4,5.66,2.0,2
2023-11-04,I1,Atalanta,Inter,1,2,A,0,1,2023/2024,1,40.0,60.0,68.42,57.89,14,10,9,13,2.17,6,1,4,4,3.75,1.9,1
2023-11-26,I1,Juventus,Inter,1,1,D,1,1,2023/2024,0,20.0,60.0,26.32,57.89,4,8,13,12,2.34,1,0,1,4,3.62,1.97,1
2023-12-03,I1,Napoli,Inter,0,3,A,0,1,2023/2024,1,80.0,80.0,63.16,57.89,15,11,13,2,2.49,6,4,4,4,3.23,2.13,2
2023-12-17,I1,Lazio,Inter,0,2,A,0,1,2023/2024,0,20.0,60.0,26.32,57.89,13,12,15,13,1.99,8,7,4,4,4.7,2.03,2
2023-12-29,I1,Genoa,Inter,1,1,D,1,1,2023/2024,0,0.0,40.0,42.11,57.89,13,16,15,13,1.72,8,2,4,6,6.8,1.9,2
2024-01-13,I1,Monza,Inter,1,5,A,0,2,2023/2024,1,40.0,40.0,42.11,57.89,9,20,12,6,1.44,4,5,2,7,9.5,1.85,2
2024-01-28,I1,Fiorentina,Inter,0,1,A,0,1,2023/2024,0,40.0,40.0,68.42,57.89,14,8,12,6,1.94,7,6,4,4,5.23,1.94,3
2024-02-10,I1,Roma,Inter,2,4,A,2,1,2023/2024,1,60.0,40.0,52.63,57.89,8,10,14,9,1.9,3,8,3,6,4.67,1.92,0
2024-02-25,I1,Lecce,Inter,0,4,A,0,1,2023/2024,1,80.0,60.0,36.84,57.89,14,11,6,13,1.55,7,10,2,7,7.5,2.04,2
2024-03-09,I1,Bologna,Inter,0,1,A,0,1,2023/2024,0,40.0,60.0,36.84,57.89,19,5,12,17,2.12,7,2,3,4,4.03,1.92,1
2024-04-08,I1,Udinese,Inter,1,2,A,1,0,2023/2024,1,20.0,60.0,47.37,57.89,3,23,11,11,1.45,0,8,1,6,9.21,1.83,2
2024-04-22,I1,Milan,Inter,1,2,A,0,1,2023/2024,1,40.0,80.0,52.63,57.89,15,11,10,19,2.12,5,3,6,3,4.01,2.02,2
2024-05-04,I1,Sassuolo,Inter,1,0,H,1,0,2023/2024,0,40.0,60.0,47.37,57.89,6,14,10,10,1.55,2,5,2,1,6.5,2.09,1
2024-05-10,I1,Frosinone,Inter,0,5,A,0,1,2023/2024,1,60.0,60.0,73.68,57.89,17,14,8,4,1.84,8,4,8,5,4.7,2.0,0
2024-05-26,I1,Verona,Inter,2,2,D,2,2,2023/2024,1,80.0,80.0,57.89,57.89,18,15,8,17,1.47,9,3,8,11,7.5,1.96,1
2024-08-17,I1,Genoa,Inter,2,2,D,1,1,2024/2025,1,100.0,100.0,42.11,47.37,10,14,14,15,1.51,1,4,6,9,8.1,1.96,2
2024-09-15,I1,Monza,Inter,1,1,D,0,0,2024/2025,0,0.0,50.0,47.37,47.37,5,16,19,11,1.41,1,8,2,2,9.8,1.96,2
2024-09-28,I1,Udinese,Inter,2,3,A,1,2,2024/2025,1,66.67,66.67,52.63,47.37,10,16,6,13,1.47,7,3,3,7,8.2,1.85,0
2024-10-20,I1,Roma,Inter,0,1,A,0,0,2024/2025,0,75.0,50.0,52.63,47.37,14,11,13,12,2.01,3,3,3,6,4.52,1.87,3
2024-10-30,I1,Empoli,Inter,0,3,A,0,0,2024/2025,1,20.0,60.0,36.84,47.37,6,15,13,12,1.43,1,4,1,5,9.1,2.06,1
2024-11-23,I1,Verona,Inter,0,5,A,0,5,2024/2025,1,100.0,60.0,57.89,47.37,9,12,5,14,1.49,4,2,2,7,8.26,2.11,1
2024-12-16,I1,Lazio,Inter,0,6,A,0,2,2024/2025,1,100.0,80.0,63.16,47.37,9,12,14,7,2.25,4,2,2,7,3.69,1.85,4
2024-12-28,I1,Cagliari,Inter,0,3,A,0,0,2024/2025,1,40.0,80.0,57.89,47.37,5,20,5,14,1.42,5,7,1,5,8.5,2.01,0
2025-01-12,I1,Venezia,Inter,0,1,A,0,1,2024/2025,0,40.0,80.0,31.58,47.37,7,17,11,12,1.35,4,5,2,6,10.6,1.87,1
2025-01-26,I1,Lecce,Inter,0,4,A,0,2,2024/2025,1,60.0,80.0,42.11,47.37,17,9,12,13,1.38,7,0,4,5,10.5,2.0,2
2025-02-02,I1,Milan,Inter,1,1,D,1,0,2024/2025,0,20.0,60.0,47.37,47.37,10,16,9,5,1.95,8,11,4,6,4.68,1.98,2
2025-02-06,I1,Fiorentina,Inter,3,0,H,0,0,2024/2025,1,80.0,60.0,63.16,47.37,10,11,10,11,2.1,1,8,6,2,4.18,2.09,0
2025-02-16,I1,Juventus,Inter,1,0,H,0,0,2024/2025,0,60.0,40.0,42.11,47.37,16,17,10,17,2.17,7,5,8,2,4.01,1.98,1
2025-03-01,I1,Napoli,Inter,1,1,D,0,1,2024/2025,0,20.0,40.0,47.37,47.37,19,6,15,7,2.57,12,3,4,1,3.3,2.09,0
2025-03-16,I1,Atalanta,Inter,0,2,A,0,0,2024/2025,0,20.0,20.0,52.63,47.37,16,14,14,11,2.92,2,6,3,5,2.75,2.07,3
2025-04-05,I1,Parma,Inter,2,2,D,0,2,2024/2025,1,60.0,40.0,52.63,47.37,8,20,7,9,1.52,2,4,4,4,7.75,1.85,3
2025-04-20,I1,Bologna,Inter,1,0,H,0,0,2024/2025,0,60.0,20.0,47.37,47.37,12,8,21,12,2.4,5,6,3,1,3.68,2.04,3
2025-05-11,I1,Torino,Inter,0,2,A,0,1,2024/2025,0,0.0,20.0,15.79,47.37,17,12,6,14,1.75,9,3,3,7,5.45,2.05,3
2025-05-23,I1,Como,Inter,0,2,A,0,1,2024/2025,0,20.0,20.0,47.37,47.37,18,11,9,10,1.78,1,4,4,7,4.66,1.85,3
2025-09-13,I1,Juventus,Inter,4,3,H,2,1,2025/2026,1,50.0,100.0,42.86,50.0,12,18,10,14,2.85,5,9,4,4,2.88,1.98,1
2025-09-27,I1,Cagliari,Inter,0,2,A,0,1,2025/2026,0,0.0,50.0,28.57,50.0,6,20,14,13,1.54,4,4,0,5,7.0,1.94,2
2025-10-18,I1,Roma,Inter,0,1,A,0,1,2025/2026,0,0.0,33.33,14.29,50.0,15,12,29,18,2.2,4,5,5,3,3.6,1.98,3
2025-10-25,I1,Napoli,Inter,3,1,H,1,0,2025/2026,1,75.0,50.0,71.43,50.0,7,15,10,15,2.28,1,4,3,3,3.75,1.75,1
2025-11-02,I1,Verona,Inter,1,2,A,1,1,2025/2026,1,40.0,60.0,57.14,50.0,8,21,4,15,1.4,4,8,2,6,9.0,1.98,1
2025-11-30,I1,Pisa,Inter,0,2,A,0,0,2025/2026,0,0.0,40.0,0.0,50.0,10,14,15,13,1.27,4,6,2,3,13.0,1.98,1
2023-08-20,I1,Udinese,Juventus,0,3,A,0,3,2023/2024,1,100.0,100.0,47.37,52.63,18,9,10,12,2.12,7,3,5,4,4.27,1.95,3
2023-09-03,I1,Empoli,Juventus,0,2,A,0,1,2023/2024,0,0.0,50.0,31.58,52.63,7,18,13,14,1.66,3,7,0,5,5.8,1.9,3
2023-09-23,I1,Sassuolo,Juventus,4,2,H,2,1,2023/2024,1,66.67,66.67,47.37,52.63,18,15,8,13,1.84,6,3,7,2,4.63,2.07,2
2023-10-01,I1,Atalanta,Juventus,0,0,D,0,0,2023/2024,0,33.33,50.0,68.42,52.63,15,5,7,13,3.29,5,2,2,3,2.57,2.11,2
2023-10-22,I1,Milan,Juventus,0,1,A,0,0,2023/2024,0,25.0,40.0,52.63,52.63,7,14,16,12,4.03,6,3,1,4,2.25,1.93,4
2023-11-05,I1,Fiorentina,Juventus,0,1,A,0,1,2023/2024,0,60.0,20.0,68.42,52.63,25,4,21,12,2.81,9,2,4,3,3.05,1.85,3
2023-12-01,I1,Monza,Juventus,1,2,A,0,1,2023/2024,1,40.0,40.0,42.11,52.63,16,18,8,12,2.02,7,3,1,7,4.77,2.04,2
2023-12-15,I1,Genoa,Juventus,1,1,D,0,1,2023/2024,0,0.0,20.0,42.11,52.63,11,11,12,14,2.15,6,8,3,4,5.45,1.96,3
2023-12-23,I1,Frosinone,Juventus,1,2,A,0,1,2023/2024,1,80.0,40.0,73.68,52.63,10,13,12,6,1.75,8,8,3,3,6.19,1.88,2
2024-01-07,I1,Salernitana,Juventus,1,2,A,1,0,2023/2024,1,80.0,60.0,68.42,52.63,8,18,15,9,1.55,2,8,3,3,7.78,2.01,5
2024-01-21,I1,Lecce,Juventus,0,3,A,0,0,2023/2024,1,60.0,80.0,36.84,52.63,12,15,12,8,1.81,5,5,3,8,5.98,1.87,1
2024-02-04,I1,Inter,Juventus,1,0,H,1,0,2023/2024,0,40.0,60.0,52.63,52.63,15,12,8,8,5.4,6,4,3,1,1.89,2.1,2
2024-02-17,I1,Verona,Juventus,2,2,D,1,1,2023/2024,1,40.0,80.0,57.89,52.63,14,18,10,8,1.75,5,4,9,4,6.5,1.94,0
2024-03-03,I1,Napoli,Juventus,2,1,H,1,0,2023/2024,1,60.0,80.0,63.16,52.63,14,18,16,6,3.61,2,1,7,4,2.38,1.9,4
2024-03-30,I1,Lazio,Juventus,1,0,H,0,0,2023/2024,0,40.0,60.0,26.32,52.63,16,9,10,12,2.45,7,2,4,3,3.42,2.2,2
2024-04-13,I1,Torino,Juventus,0,0,D,0,0,2023/2024,0,0.0,40.0,26.32,52.63,13,8,11,18,2.41,6,2,2,3,4.05,1.93,2
2024-04-19,I1,Cagliari,Juventus,2,2,D,2,0,2023/2024,1,60.0,60.0,63.16,52.63,9,11,15,16,1.96,4,3,4,3,5.0,2.08,3
2024-05-05,I1,Roma,Juventus,1,1,D,1,1,2023/2024,0,40.0,40.0,52.63,52.63,19,16,11,7,2.74,9,6,5,6,3.05,1.92,2
2024-05-20,I1,Bologna,Juventus,3,3,D,2,0,2023/2024,1,40.0,40.0,36.84,52.63,10,11,21,8,2.9,3,2,5,4,2.9,1.83,5
2024-08-26,I1,Verona,Juventus,0,3,A,0,2,2024/2025,1,100.0,100.0,57.89,42.11,7,7,8,8,1.92,4,1,1,5,5.0,1.98,0
2024-09-14,I1,Empoli,Juventus,0,0,D,0,0,2024/2025,0,0.0,50.0,36.84,42.11,8,15,10,11,1.66,4,8,3,3,6.61,1.98,2
2024-09-28,I1,Genoa,Juventus,0,3,A,0,0,2024/2025,1,50.0,66.67,42.11,42.11,7,12,14,8,1.85,5,3,2,3,5.8,1.98,1
2024-10-27,I1,Inter,Juventus,4,4,D,3,2,2024/2025,1,80.0,75.0,63.16,42.11,18,10,16,11,5.1,13,5,9,5,1.86,1.89,1
2024-11-02,I1,Udinese,Juventus,0,2,A,0,2,2024/2025,0,20.0,60.0,52.63,42.11,11,11,14,12,2.15,10,3,2,5,4.87,2.05,2
2024-11-23,I1,Milan,Juventus,0,0,D,0,0,2024/2025,0,40.0,40.0,47.37,42.11,6,7,12,9,3.41,2,4,1,2,2.44,2.02,2
2024-12-01,I1,Lecce,Juventus,1,1,D,0,0,2024/2025,0,40.0,40.0,42.11,42.11,10,14,9,8,1.69,2,7,6,3,6.99,1.95,4
2024-12-22,I1,Monza,Juventus,1,2,A,1,2,2024/2025,1,60.0,40.0,47.37,42.11,17,16,13,7,1.61,3,7,5,9,7.5,1.89,1
2025-01-11,I1,Torino,Juventus,1,1,D,1,1,2024/2025,0,0.0,20.0,15.79,42.11,11,15,9,18,2.14,9,1,2,9,4.71,1.92,1
2025-01-14,I1,Atalanta,Juventus,1,1,D,0,0,2024/2025,0,60.0,20.0,52.63,42.11,17,17,7,10,4.08,3,3,6,9,2.21,2.11,1
2025-01-25,I1,Napoli,Juventus,2,1,H,0,1,2024/2025,1,20.0,40.0,47.37,42.11,14,5,15,9,3.5,9,1,3,2,2.7,2.09,0
2025-02-07,I1,Como,Juventus,1,2,A,1,1,2024/2025,1,80.0,60.0,47.37,42.11,16,8,15,15,2.29,9,1,6,3,4.0,2.11,1
2025-02-23,I1,Cagliari,Juventus,0,1,A,0,1,2024/2025,0,80.0,40.0,57.89,42.11,8,14,15,9,1.92,3,4,2,7,4.93,2.0,1
2025-03-16,I1,Fiorentina,Juventus,3,0,H,2,0,2024/2025,1,60.0,60.0,63.16,42.11,9,11,13,9,2.45,1,6,3,2,3.45,1.97,3
2025-04-06,I1,Roma,Juventus,1,1,D,0,1,2024/2025,0,40.0,60.0,52.63,42.11,11,11,15,11,3.28,4,4,4,7,2.55,2.2,1
2025-04-23,I1,Parma,Juventus,1,0,H,1,0,2024/2025,0,40.0,40.0,52.63,42.11,6,16,10,9,1.76,4,9,3,2,5.35,2.05,3
2025-05-04,I1,Bologna,Juventus,1,1,D,0,1,2024/2025,0,40.0,20.0,47.37,42.11,9,6,19,6,3.6,10,3,2,3,2.45,1.83,3
2025-05-10,I1,Lazio,Juventus,1,1,D,0,0,2024/2025,0,20.0,20.0,63.16,42.11,19,8,10,14,3.47,3,3,6,3,2.54,1.83,4
2025-05-25,I1,Venezia,Juventus,2,3,A,1,2,2024/2025,1,40.0,20.0,31.58,42.11,12,15,18,10,1.5,6,6,5,5,7.0,1.99,2
2025-08-31,I1,Genoa,Juventus,0,1,A,0,0,2025/2026,0,0.0,0.0,42.86,28.57,10,13,15,14,1.87,3,4,1,3,5.3,1.86,2
2025-09-20,I1,Verona,Juventus,1,1,D,1,1,2025/2026,0,0.0,0.0,57.14,28.57,14,10,10,18,1.55,5,3,4,4,7.0,1.98,3
2025-10-19,I1,Como,Juventus,2,0,H,1,0,2025/2026,0,0.0,0.0,14.29,28.57,12,15,15,17,2.4,4,1,6,3,3.6,2.08,1
2025-10-26,I1,Lazio,Juventus,1,0,H,1,0,2025/2026,0,50.0,0.0,28.57,28.57,13,14,18,11,2.25,2,5,3,5,3.65,2.0,4
2025-11-01,I1,Cremonese,Juventus,1,2,A,0,1,2025/2026,1,40.0,20.0,42.86,28.57,9,15,14,10,1.52,2,3,2,5,7.0,1.85,0
2025-11-22,I1,Fiorentina,Juventus,1,1,D,0,1,2025/2026,0,60.0,20.0,66.67,28.57,11,17,18,11,2.1,7,3,2,4,4.0,2.03,3
2025-12-07,I1,Napoli,Juventus,2,1,H,1,0,2025/2026,1,80.0,40.0,71.43,28.57,9,5,15,6,3.25,9,0,4,2,2.71,1.8,1
2023-08-20,I1,Lecce,Lazio,2,1,H,0,1,2023/2024,1,100.0,100.0,36.84,52.63,23,10,16,12,2.2,5,2,7,4,4.06,1.84,2
2023-09-02,I1,Napoli,Lazio,1,2,A,1,1,2023/2024,1,50.0,100.0,63.16,52.63,22,6,9,8,5.7,7,2,4,2,1.71,2.16,2
2023-09-16,I1,Juventus,Lazio,3,1,H,2,0,2023/2024,1,50.0,100.0,26.32,52.63,17,16,13,13,4.5,7,9,7,5,1.95,1.98,1
2023-09-30,I1,Milan,Lazio,2,0,H,0,0,2023/2024,0,33.33,75.0,52.63,52.63,14,13,5,15,5.66,7,1,7,4,1.82,1.91,2
2023-10-21,I1,Sassuolo,Lazio,0,2,A,0,2,2023/2024,0,40.0,60.0,47.37,52.63,9,18,10,6,2.56,5,7,2,6,3.03,1.9,5
2023-11-03,I1,Bologna,Lazio,1,0,H,0,0,2023/2024,0,60.0,40.0,36.84,52.63,6,11,8,12,2.95,2,6,2,1,2.78,2.01,5
2023-11-25,I1,Salernitana,Lazio,2,1,H,0,1,2023/2024,1,60.0,40.0,68.42,52.63,13,13,12,11,1.98,4,9,6,2,4.81,2.08,3
2023-12-09,I1,Verona,Lazio,1,1,D,0,1,2023/2024,0,60.0,20.0,57.89,52.63,5,14,11,16,2.01,1,7,1,5,4.76,2.04,4
2023-12-22,I1,Empoli,Lazio,0,2,A,0,1,2023/2024,0,40.0,20.0,31.58,52.63,21,14,17,6,2.06,8,9,7,7,4.65,2.0,2
2024-01-07,I1,Udinese,Lazio,1,2,A,0,1,2023/2024,1,80.0,40.0,47.37,52.63,13,7,22,16,2.39,4,4,2,2,3.84,1.93,3
2024-02-04,I1,Atalanta,Lazio,3,1,H,2,0,2023/2024,1,60.0,60.0,68.42,52.63,19,7,14,13,4.1,6,1,5,1,2.15,1.86,3
2024-02-10,I1,Cagliari,Lazio,1,3,A,0,1,2023/2024,1,80.0,60.0,63.16,52.63,13,12,9,6,2.21,7,8,6,5,3.84,1.91,3
2024-02-22,I1,Torino,Lazio,0,2,A,0,0,2023/2024,0,20.0,60.0,26.32,52.63,24,7,7,11,3.1,7,4,4,4,2.87,1.87,2
2024-02-26,I1,Fiorentina,Lazio,2,1,H,0,1,2023/2024,1,60.0,80.0,68.42,52.63,22,5,12,15,3.85,13,2,7,1,2.25,1.96,2
2024-03-16,I1,Frosinone,Lazio,2,3,A,1,1,2023/2024,1,80.0,80.0,73.68,52.63,14,22,15,10,2.31,9,4,5,7,3.54,1.91,3
2024-04-06,I1,Roma,Lazio,1,0,H,1,0,2023/2024,0,60.0,60.0,52.63,52.63,15,11,15,14,4.04,3,6,3,1,2.17,2.03,3
2024-04-19,I1,Genoa,Lazio,0,1,A,0,0,2023/2024,0,40.0,40.0,42.11,52.63,8,13,13,7,2.51,2,9,2,1,3.28,2.12,2
2024-05-04,I1,Monza,Lazio,2,2,D,0,1,2023/2024,1,80.0,60.0,42.11,52.63,17,9,13,8,1.89,5,4,7,5,4.75,1.86,7
2024-05-19,I1,Inter,Lazio,1,1,D,0,1,2023/2024,0,20.0,40.0,52.63,52.63,19,8,15,10,6.5,8,0,7,3,1.59,2.09,1
2024-08-24,I1,Udinese,Lazio,2,1,H,1,0,2024/2025,1,100.0,100.0,52.63,57.89,8,17,10,15,2.47,4,13,3,5,3.58,2.05,0
2024-09-22,I1,Fiorentina,Lazio,2,1,H,0,1,2024/2025,1,66.67,100.0,63.16,57.89,14,20,15,11,3.32,3,10,5,6,2.5,1.91,4
2024-09-29,I1,Torino,Lazio,2,3,A,0,1,2024/2025,1,66.67,100.0,15.79,57.89,12,13,13,10,2.62,3,1,7,7,3.23,1.87,3
2024-10-19,I1,Juventus,Lazio,1,0,H,0,0,2024/2025,0,20.0,75.0,42.11,57.89,16,2,9,16,4.19,7,1,3,1,2.18,1.85,2
2024-10-31,I1,Como,Lazio,1,5,A,0,2,2024/2025,1,75.0,80.0,47.37,57.89,14,14,18,14,2.52,3,5,2,7,3.37,1.83,5
2024-11-10,I1,Monza,Lazio,0,1,A,0,1,2024/2025,0,40.0,60.0,47.37,57.89,12,14,10,13,1.84,6,6,2,6,5.6,1.89,1
2024-12-01,I1,Parma,Lazio,3,1,H,1,0,2024/2025,1,60.0,60.0,52.63,57.89,12,23,13,17,1.81,4,10,4,8,4.95,2.14,3
2024-12-08,I1,Napoli,Lazio,0,1,A,0,0,2024/2025,0,40.0,40.0,47.37,57.89,12,7,12,16,5.13,6,2,1,3,1.91,2.02,3
2024-12-21,I1,Lecce,Lazio,1,2,A,0,1,2024/2025,1,40.0,60.0,42.11,57.89,11,13,12,13,1.65,6,6,2,7,6.22,2.01,1
2025-01-05,I1,Roma,Lazio,2,0,H,2,0,2024/2025,0,60.0,40.0,52.63,57.89,7,17,18,12,3.21,3,10,5,6,2.64,2.11,5
2025-01-19,I1,Verona,Lazio,0,3,A,0,2,2024/2025,1,60.0,60.0,57.89,57.89,16,14,8,10,1.82,5,6,3,5,5.4,2.03,2
2025-02-03,I1,Cagliari,Lazio,1,2,A,0,1,2024/2025,1,60.0,60.0,57.89,57.89,15,11,9,14,2.08,7,7,5,6,4.23,2.07,0
2025-02-22,I1,Venezia,Lazio,0,0,D,0,0,2024/2025,0,0.0,60.0,31.58,57.89,9,9,12,21,1.68,6,6,2,3,6.06,1.87,2
2025-03-02,I1,Milan,Lazio,1,2,A,0,1,2024/2025,1,40.0,60.0,47.37,57.89,15,21,6,14,3.66,3,5,4,8,2.25,1.85,1
2025-03-16,I1,Bologna,Lazio,5,0,H,1,0,2024/2025,1,80.0,80.0,47.37,57.89,13,7,16,18,3.83,7,1,7,2,2.42,1.87,3
2025-04-06,I1,Atalanta,Lazio,0,1,A,0,0,2024/2025,0,0.0,60.0,52.63,57.89,10,8,6,6,5.4,11,4,2,3,1.73,1.97,2
2025-04-23,I1,Genoa,Lazio,0,2,A,0,1,2024/2025,0,20.0,40.0,42.11,57.89,8,15,10,16,2.25,6,8,4,6,3.99,2.01,1
2025-05-04,I1,Empoli,Lazio,0,1,A,0,1,2024/2025,0,40.0,40.0,36.84,57.89,7,9,8,16,1.91,2,7,2,3,4.85,1.85,5
2025-05-18,I1,Inter,Lazio,2,2,D,1,0,2024/2025,1,60.0,40.0,63.16,57.89,10,12,10,14,5.39,5,1,3,4,1.7,2.12,3
2025-08-24,I1,Como,Lazio,2,0,H,0,0,2025/2026,0,0.0,0.0,14.29,14.29,19,5,12,15,3.14,6,0,6,1,2.4,1.78,3
2025-09-14,I1,Sassuolo,Lazio,1,0,H,0,0,2025/2026,0,0.0,0.0,57.14,14.29,10,13,11,15,1.95,3,7,3,3,4.33,2.1,3
2025-09-29,I1,Genoa,Lazio,0,3,A,0,2,2025/2026,1,33.33,33.33,42.86,14.29,17,10,16,18,2.8,6,0,5,6,3.0,1.8,1
